Song-Name,Singer/Artists,Genre,Album/Movie,User-Rating,similarity_factor
The Humma Song,"Badshah, Jubin Nautiyal, Shashaa Tirupati",BollywoodDance,Ok Jaanu,,0.0
Yaad Aayee,Adnan Sami,BollywoodRomantic,Muskaan,,0.0
Proper Patola,"Aastha Gill, Badshah, Diljit Dosanjh",BollywoodDance,Namaste England,,0.0
Husn Parcham,"Bhoomi Trivedi, Raja Kumari",BollywoodDance,Zero,,0.0
Bom Diggy Diggy,"Jasmin Walia, Zack Knight",BollywoodDance,Sonu Ke Titu Ki Sweety,,0.0
Kar Doon Kamaal,"Sukhwinder Singh, Sunidhi Chauhan",BollywoodDance,Mujhse Shaadi Karogi,,0.0
Mile Ho Tum (Reprise),"Neha Kakkar, Tony Kakkar",BollywoodRomantic,Fever,,0.0
Dil Chori,"Ishers, Simar Kaur, Yo Yo Honey Singh",BollywoodDance,Sonu Ke Titu Ki Sweety,,0.0
Yaariyan Mashup,Multiple,BollywoodDance,Yaariyan,,0.0
Morni Banke,"Guru Randhawa, Neha Kakkar",BollywoodDance,Badhaai Ho,,0.0
Bhare Bazaar,"B Praak, Badshah, Payal Dev, Vishal Dadlani",BollywoodDance,Namaste England,,0.0
No. 1 Punjabi,"Jaspinder Narula, Sonu Nigam",BollywoodDance,Chori Chori Chupke Chupke,,0.0
Tu Hi Re,"Armaan Malik, Shashaa Tirupati",BollywoodDance,2,,0.0
Pallo Latke,"Fazilpuria, Jyotica Tangri, Yasser Desai",BollywoodDance,Shaadi Mein Zaroor Aana,,0.0
Main Badhiya Tu Bhi Badhiya,"Sonu Nigam, Sunidhi Chauhan",Bollywood,Sanju,,0.0
Tera Hua,Atif Aslam,BollywoodRomantic,Loveratri,,0.0
Leke Pahla Pahla Pyar,"Asha Bhosle, Mohammed Rafi, Shamshad Begum.",BollywoodDance,C.I.D,,0.0
Mohe Chedo Na,Lata Mangeshkar,BollywoodDance,Lamhe,,0.0
Kamli,Sunidhi Chauhan,BollywoodDance,Dhoom 3,,0.0
Raat Baaqi Baat Baaqi,"Asha Bhosle, Bappi Lahiri, Basavalingaiah Hiremath, Shashi Kapoor",BollywoodDance,Namak Halaal,,0.0
Dil Tera Diwana,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Dil Tera Deewana,,0.0
Party With The Bhoothnath,Yo Yo Honey Singh,BollywoodDance,Bhoothnath Returns,,0.0
Ki Kariye Nachna Aaonda Nahin,"Hardy Sandhu, Neha Kakkar, Raftaar",BollywoodDance,Tum Bin 2,,0.0
Laaj Sharam,"Divya Kumar, Enbee, Jasleen Royal",Bollywood,Veere Di Wedding,,0.0
Bekhudi,"Aditi Singh Sharma, Darshan Raval",BollywoodRomantic,Teraa Surroor,,0.0
Nagada Sang Dhol,"Osman Mir, Shreya Ghoshal",BollywoodDance,Goliyon Ki Rasleela Ram-leela,,0.0
Jane Na Nazar Pehchane Jigar,"Lata Mangeshkar, Mukesh",BollywoodRomantic,Aah,,0.0
Chikini Chameli (Remix),Shreya Ghoshal,BollywoodDance,Agneepath,,0.0
Mirzya,"Akhtar Chanal Zahri, Daler Mehndi, Nooran Sisters, Sain Zahoor",BollywoodMotivational,Mirzya - Dare To Love,,0.0
Gal Ban Gayi,"Meet Bros, Neha Kakkar, Sukhbir Singh, Yo Yo Honey Singh",BollywoodDance,Single,,0.0
Inteha Ho Gayi Intezaar Ki,"Asha Bhosle, Bappi Lahiri",BollywoodSad,Sharaabi,,0.0
Sheesha-E-Dil Itna Na Uchhalo,Lata Mangeshkar,BollywoodDance,Dil Apna Aur Preet Parai,,0.0
Meher Hai Rab Di,"Khushhboo Grewal, Mika Singh",BollywoodDance,Welcome To New York,,0.0
Tanu Weds Manu Returns (Mashup),Various,BollywoodDance,Tanu Weds Manu Returns,,0.0
Akhiyaan Milaoon Kabhi,"Alka Yagnik, Udit Narayan",BollywoodDance,Raja,,0.0
Gori Ghunghat Mein Mukhda,Asha Bhosle,BollywoodDance,Ghunghat,,0.0
Daddy Mummy,"Devi Sri Prasad, M. M. Manasi",BollywoodDance,Bhaag Johnny,,0.0
Golmaal Again Title Track,"Aditi Singh Sharma, Brijesh Shandilya",BollywoodDance,Golmaal Again,,0.0
Mere Khwabon Mein Tu,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Gupt,,0.0
Tumse Jo Dekhte Hi Pyar Hua,"Lata Mangeshkar, S.P. Balasubrahmanyam",BollywoodDance,Patthar Ke Phool,,0.0
O Jogi Jab Se Tu Aaya Mere Dwar,Lata Mangeshkar,BollywoodDance,Bandini,,0.0
Purza,Arijit Singh,BollywoodDance,Akira,,0.0
Fake Ishq,"Altamash Faridi, Kailash Kher, Nakash Aziz",BollywoodSad,Housefull 3,,0.0
Manma Emotion Jaage,"Amit Mishra, Antara Mitra, Anushka Manchanda",BollywoodDanceRomantic,Dilwale,,0.0
Lapak Jhapak,"Armaan Malik, Siddharth Mahadevan, Yashita Sharma",BollywoodDance,Ghayal Once Again,,0.0
Main Pal Do Pal Ka Shayar,Mukesh,BollywoodSad,Kabhi Kabhie,,0.0
Madhuban Mein Radhika Nache Re,Mohammed Rafi,BollywoodDance,Kohinoor,,0.0
Jeene Laga Hoon,Atif Aslam,BollywoodRomantic,Ramaiya Vastavaiya,,0.0
Mili Khaak Mein Mohabbat,Mohammed Rafi,BollywoodSad,Chaudhvin Ka Chand,,0.0
Kudiya Shehar Diyan,"Daler Mehndi, Neha Kakkar",BollywoodDance,Poster Boys,,0.0
Main Woh Chaand,Darshan Raval,BollywoodRomanticSad,Teraa Surroor,,0.0
Beparwah,"Nandini Deb, Siddharth Basrur",BollywoodDance,Munna Michael,,0.0
Tattad Tattad,Aditya Narayan,BollywoodDance,Goliyon Ki Rasleela Ram-leela,,0.0
Le Le Maza Le,"Hrishikesh Kamerkar, Nikita Nigam, Soumya Raoh, Suzanne D'Mello",BollywoodDance,Wanted,,0.0
Aye Meri Zohra Jabeen,Manna Dey,BollywoodDance,Waqt,,0.0
Tum Aa Gaye Ho Noor Aa Gaya Hai,"Kishore Kumar, Lata Mangeshkar",BollywoodRomantic,Aandhi,,0.0
Zara Nazron Se Kah Do Ji,Hemant Kumar,BollywoodRomantic,Bees Saal Baad,,0.0
Dil Ka Rishta,"Alka Yagnik, Kumar Sanu, Udit Narayan",BollywoodRomantic,Dil Ka Rishta,,0.0
Maa Ka Phone,Priya Panchal,BollywoodDance,Khoobsurat,,0.0
Ab Tere Bin,Kumar Sanu,BollywoodSad,Aashiqui,,0.0
Tanha Tanha Yahan Pe Jeena,Asha Bhosle,BollywoodDance,Rangeela,,0.0
Dilnashin Dilnashin,K.K.,BollywoodDance,Aashiq Banaya Aapne,,0.0
Tum Saath Ho Jab Apne,"Asha Bhosle, Kishore Kumar",BollywoodDance,Kaalia,,0.0
Bhangda Pa,"Asees Kaur, Divya Kumar, Vishal Dadlani",BollywoodDance,A Flying Jatt,,0.0
Dhol Baaje,"Anjjan, Meet Bros, Monali Thakur",BollywoodDance,Ek Paheli Leela,,0.0
Tere Mast Mast Do Nain,"Rahat Fateh Ali Khan, Shreya Ghoshal",BollywoodRomantic,Dabangg,,0.0
Ajnabi Mujhko Itna Bata,"Asha Bhosle, Jatin-Lalit, Udit Narayan",BollywoodRomantic,Pyaar To Hona Hi Tha,,0.0
Party All Night,Yo Yo Honey Singh,BollywoodDance,Boss,,0.0
Tera Mera Pyar Amar,Lata Mangeshkar,BollywoodRomantic,Asli Naqli,,0.0
Bebo,Alisha Chinai,BollywoodDance,Kambakkht Ishq,,0.0
Tanha Tanha Ghum Ke Dhunde Dil,"Aditi Paul, Jubin Nautiyal",BollywoodRomantic,Dil Jo Na Keh Saka,,0.0
Kabhi Shaam Dhale,Lucky Ali,BollywoodDance,Sur,,0.0
Kubool Kar Le,"Amit Sana, Monali Thakur, Prajakta Shukre, Rahul Vaidya, Suzanne, Udit Narayan",BollywoodDance,Jaan-E-Mann,,0.0
Khulke Dulke,"Gippy Grewal, Harshdeep Kaur",BollywoodDance,Befikre,,0.0
Dil Apna Aur Preet Parai,Lata Mangeshkar,BollywoodSad,Dil Apna Aur Preet Parai,,0.0
Tujhe Dekh Dekh,Rahat Fateh Ali Khan,Bollywood,Kalyug,,0.0
Aaya Re,"Kunal Ganjawala, Sunidhi Chauhan",BollywoodDance,Chup Chup Ke,,0.0
Pant Mein Gun,Diljit Dosanjh,BollywoodDance,Welcome To New York,,0.0
Teri Yaad Dilse Bhulane Chala Hoon,Mukesh,BollywoodSad,Hariyali Aur Rasta,,0.0
Ek Garam Chai Ki Pyali,Anu Malik,BollywoodDance,Har Dil Jo Pyar Karega,,0.0
Koi Jaye To Le Aaye,"Alka Yagnik, Anu Malik, Shankar Mahadevan",BollywoodDance,Ghatak,,0.0
Phir Bhi Dil Hai Hindustani,Udit Narayan,BollywoodDancePatriotic,Phir Bhi Dil Hai Hindustani,,0.0
Jiyara Jiyara,"Alisha Chinai, Hard Kaur",BollywoodDance,Prince,,0.0
Yaar Na Miley (Remix),"Jasmine Sandlas, Yo Yo Honey Singh",BollywoodDance,Kick,,0.0
Jawaani Le Doobi,"Kanika Kapoor, Uvie",BollywoodDance,Kyaa Kool Hain Hum 3,,0.0
Aisa Des Hai Mera,"Gurdas Maan, Lata Mangeshkar, Preetha Mazumdar, Udit Narayan",BollywoodPatriotic,Veer Zaara,,0.0
Dhoom Machale,Sunidhi Chauhan,BollywoodDanceRomantic,Dhoom,,0.0
Dil Deewana Bin Sajna Ke,S.P. Balasubrahmanyam,BollywoodDance,Maine Pyar Kiya,,0.0
Mujhe Haq Hai,"Shreya Ghoshal, Udit Narayan",BollywoodRomantic,Vivah,,0.0
Dil Mere,Kumar Sanu,BollywoodDance,Sooryavansham,,0.0
Ghoomar,"K.K., Sunidhi Chauhan",BollywoodDance,Chup Chup Ke,,0.0
Sanson Ki Zarurat Hai Jaise,Kumar Sanu,BollywoodRomantic,Aashiqui,,0.0
Youre My Life,"Earl, Shaan, Shweta Pandit, Suzanne D'Mello",BollywoodDanceRomantic,Partner,,0.0
Naughty Billo,"Diljit Dosanjh, Nakash Aziz, Shilpi Paul",BollywoodDance,Phillauri,,0.0
Tujhe Jeevan Ki Dor Se,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Asli Naqli,,0.0
Lungi Dance (Remix),Yo Yo Honey Singh,BollywoodDance,Chennai Express,,0.0
Main To Raste Se Ja Raha Tha,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Coolie No. 1,,0.0
Naina Re,"Himesh Reshammiya, Rahat Fateh Ali Khan, Shreya Ghoshal",BollywoodSad,Dangerous Ishq,,0.0
Jaane Bhi De (Duet),"Sonu Nigam, Sunidhi Chauhan",BollywoodRomantic,Ishkq In Paris,,0.0
Mohenjo Daro,"A.R. Rahman, Arijit Singh, Bela Shende, Sanah Moidutty",BollywoodDance,Mohenjo Daro,,0.0
Chura Liya Hai,Mohammed Rafi,BollywoodRomantic,Yaadon Ki Barat,,0.0
Humne Pee Rakhi Hai,"Ikka, Jaz Dhami, Neha Kakkar",BollywoodDance,Sanam Re,,0.0
Pink Lips (Remix),Khushboo Grewal,BollywoodDance,Hate Story 2,,0.0
Tu Isaq Mera,"Meet Bros, Neha Kakkar",BollywoodRomanticSensual,Hate Story 3,,0.0
Kehta Hai Joker Sara Zamana,Mukesh,BollywoodDance,Mera Naam Joker,,0.0
Meri Duniya Tu Hi Re,"Shaan, Shankar Mahadevan, Sonu Nigam",BollywoodDance,Heyy Babyy,,0.0
Tinku Jiya,"Javed Ali, Mamta Sharma",BollywoodDance,Yamla Pagla Deewana,,0.0
Yaar Naa Miley (Remix),"Jasmine Sandlas, Yo Yo Honey Singh",BollywoodDance,Kick,,0.0
Tanha Tanha,"Aditi Paul, Jubin Nautiyal",BollywoodRomantic,Dil Jo Na Keh Saka,,0.0
Soldier Soldier Meethi Baaten,"Alka Yagnik, Kumar Sanu",BollywoodDance,Soldier,,0.0
Dil Ne Ye Kaha Hai Dil Se,"Alka Yagnik, Sonu Nigam",BollywoodRomanticSad,Dhadkan,,0.0
Goron Ki Na Kalon Ki,"Suresh Wadkar, Usha Mangeshkar",BollywoodDance,Disco Dancer,,0.0
Kya Raaz Hai,"Shreya Ghoshal, Zubeen Garg",BollywoodDance,Raaz 3,,0.0
Teri Yaad,"Badshah, Himesh Reshammiya",BollywoodSad,Teraa Surroor,,0.0
Tum Saanson Mein,"Himesh Reshammiya, Tulsi Kumar",BollywoodRomantic,Humko Deewana Kar Gaye,,0.0
Mar Jaawan Mit Jaawan,"Abhijeet Sawant, Sunidhi Chauhan",BollywoodDance,Aashiq Banaya Aapne,,0.0
Single Rehne De,"Divya Kumar, Shalmali Kholgade",BollywoodDance,Simran,,0.0
Tum Toh Dhokabaaz Ho,"Alka Yagnik, Kumar Sanu",Bollywood,Saajan Chale Sasural,,0.0
Is Mod Se Jaate Hain,"Kishore Kumar, Lata Mangeshkar",BollywoodRomantic,Aandhi,,0.0
The Medley,"Lata Mangeshkar, Pamela Chopra, Sonu Nigam, Udit Narayan",BollywoodDance,Mujhse Dosti Karoge!,,0.0
Tu Zaroorat Nahi Tu Zaroori Hai,"Gandharv Sachdev, Shreya Ghoshal",BollywoodSad,Fuddu,,0.0
Ishq Da Sutta,"Jasmine Sandlas, Meet Bros",BollywoodDance,One Night Stand,,0.0
Fashion Khatam Mujhpe,"Mamta Sharma, Shabab Sabri, Wajid",BollywoodDance,Dolly Ki Doli,,0.0
Meri Bindiya Teri Nindiya,Lata Mangeshkar,BollywoodRomantic,Lamhe,,0.0
Khali Khali Dil,"Armaan Malik, Payal Dev",BollywoodRomantic,Tera Intezaar,,0.0
Ang Laga De,"Aditi Paul, Shail Hada",BollywoodRomanticSensual,Goliyon Ki Rasleela Ram-leela,,0.0
Jiya Le Gayo Ji Mora Sanwariya,Lata Mangeshkar,BollywoodDance,Anpadh,,0.0
Tum Dil Ki Dhadkan Mein,"Abhijeet, Alka Yagnik, Kumar Sanu",BollywoodRomantic,Dhadkan,,0.0
Tu Mere Agal Bagal Hai,Mika,BollywoodDance,Phata Poster Nikhla Hero,,0.0
Khulla Saand,Salim Merchant,BollywoodDance,Rabba Main Kya Karoon,,0.0
Katra Katra,"Ankit Tiwari, Prakriti Kakar",BollywoodRomantic,Alone,,0.0
Chori Chori Chupke Chupke,"Shreya Ghosal, Udit Narayan",BollywoodDanceRomantic,Krrish,,0.0
Jhanjariya,Abhijeet,BollywoodDance,Krishna,,0.0
Barbaad Raat,"Sanam Puri, Shalmali Kholgade",BollywoodDance,Humshakals,,0.0
Dil Chura Le,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Dil Ka Rishta,,0.0
Sadi Gali,Lehmber Hussainpuri,BollywoodDance,Tanu Weds Manu,,0.0
Taang Uthake,"Mamta Sharma, Mika Singh, Neeti Mohan, Sohail Sen",BollywoodDance,Housefull 3,,0.0
Saanson Ne,"Sonu Nigam, Tulsi Kumar",BollywoodRomantic,Dabangg 2,,0.0
Teri Bindiya Re,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Abhimaan,,0.0
Thori Se Jo Peeli Hai,Kishore Kumar,BollywoodDance,Namak Halaal,,0.0
Na Jane Kahan Se,"Amit Kumar, Kavita Krishnamurthy",BollywoodDance,Chaalbaaz,,0.0
Bumbro Bumbro,"Jaspinder Narula, Shankar Mahadevan, Sunidhi Chauhan",BollywoodDance,Mission Kashmir,,0.0
Sultan Title Song,"Shadaab Faridi, Sukhwinder Singh",BollywoodMotivational,Sultan,,0.0
Are Diwano Mujhe Pehchano,Kishore Kumar,BollywoodDance,Don,,0.0
Beat Pe Booty,"Jigar Saraiya, Kanika Kapoor, Sachin Sanghvi, Vayu",BollywoodDance,A Flying Jatt,,0.0
Disco Disco,"Benny Dayal, Shirley Setia",BollywoodDance,A Gentleman,,0.0
Aarti (Tumre Bhavan Mein),"Kishori Gowariker, Rekha Bharadwaj, Shraddha Pandit, Sujata Majumdar",BollywoodDevotional,Delhi-6,,0.0
Agar Tum Mil Jao,Shreya Ghoshal,BollywoodRomantic,Zeher,,0.0
Gadbad Ho Gayee,"Amit Kumar, Jolly, Kavita Krishnamurthy",BollywoodDance,Chaalbaaz,,0.0
Jane Kaise Kab Kahan Iqrar Ho Gaya,"Kishore Kumar, Lata Mangeshkar",BollywoodRomantic,Shakti,,0.0
Tutak Tutak Tutiya,"Kanika Kapoor, Malkit Singh, Sonu Sood",BollywoodDance,Tutak Tutak Tutiya,,0.0
Gal Ban Gayi (Remix),"Meet Bros, Neha Kakkar, Sukhbir, Yo Yo Honey Singh",BollywoodDance,Gal Ban Gayi,,0.0
Ae Mere Humsafar,"Alka Yagnik, Vinod Rathod",BollywoodRomantic,Baazigar,,0.0
Jahan Mil Jayen Chaar Yaar,"Amitabh Bachchan, Kishore Kumar",BollywoodDance,Sharaabi,,0.0
Kahin Karti Hogi Woh Mera Intezar,Mukesh,BollywoodDance,Phir Kab Milogi,,0.0
Haila Haila,"Alka Yagnik, Udit Narayan",BollywoodDance,Koi Mil Gaya,,0.0
Wafa Jo Na Ki To,Asha Bhosle,BollywoodRomantic,Muqaddar Ka Sikandar,,0.0
Tu Chale Toh,Papon,BollywoodRomantic,Qarib Qarib Singlle,,0.0
Tadap Tadap,"Dominique, K.K.",BollywoodSad,Hum Dil De Chuke Sanam,,0.0
Jaati Hoon Main,"Alka Yagnik, Kumar Sanu, Udit Narayan",Bollywood,Karan Arjun,,0.0
Hawa Hawai 2.0,"Kavita Krishnamurthy, Shashaa Tirupati",BollywoodDance,Tumhari Sulu,,0.0
Nachan Farrate,"Kanika Kapoor, Meet Bros",BollywoodDance,All is Well,,0.0
Gallan Goodiyaan,"Farhan Akhtar, Manish Kumar Tipu, Shankar Mahadevan, Sukhwinder Singh, Yashita Sharma",BollywoodDance,Dil Dhadakne Do,,0.0
Mat Maari,"Kunal Ganjawala, Sunidhi Chauhan",BollywoodDance,R... Rajkumar,,0.0
Bade Miyan Chote Miyan,"Sudesh Bhosle, Udit Narayan",BollywoodDance,Bade Miyan Chote Miyan,,0.0
Aa Aa E Ooh Ooh Ooh Mera Dil Na Todo,Abhijeet,BollywoodDance,Raja Babu,,0.0
Action Jackson,Multiple,BollywoodDance,Action Jackson,,0.0
Lakhon Tare Aasman Per,"Lata Mangeshkar, Mukesh",BollywoodSad,Hariyali Aur Rasta,,0.0
Churiyan Kanak Gayee,"Ila Arun, Lata Mangeshkar, Moinuddin Manchala",BollywoodDance,Lamhe,,0.0
Whats Up,"Jasleen Royal, Mika Singh",BollywoodDance,Phillauri,,0.0
Roy Mashup,Multiple,BollywoodDance,Roy,,0.0
Ishq Samundar,"Himesh Reshammiya, Kanika Kapoor",BollywoodDance,Teraa Surroor,,0.0
Pyaar Kar,"Kavita Krishnamurthy, Shaan, Udit Narayan",BollywoodDance,Single,,0.0
Shake Karaan,"Kanika Kapoor, Meet Bros",BollywoodDance,Munna Michael,,0.0
Daaru Band Kal Se,"Sonu Nigam, Teesha Nigam",BollywoodDance,Singh Saab The Great,,0.0
Udi Udi Jaye,"Bhoomi Trivedi, Karsan Sagathia, Sukhwinder Singh",BollywoodDance,Raees,,0.0
Oonchi Hai Building,"Anu Malik, Neha Kakkar",BollywoodDance,Judwaa 2,,0.0
Raat Ko Neend Aati Nahi,"Alka Yagnik, Amit Kumar",BollywoodRomantic,Judaai,,0.0
Chalti Hai Kya 9 Se 12,"Dev Negi, Neha Kakkar",BollywoodDance,Judwaa 2,,0.0
Dil Mera Ek Aas Ka Panchhi,Subir Sen,BollywoodDance,Aas Ka Panchhi,,0.0
Rind Posh Maal,Shankar Mahadevan,BollywoodDance,Mission Kashmir,,0.0
Tumhe Apna Banane Ka,"Armaan Malik, Neeti Mohan",BollywoodRomantic,Hate Story 3,,0.0
Kudi Pataka Driver,"Hard Kaur, Mika Singh",BollywoodDance,Challo Driver,,0.0
Koi Ladki Hai,"Lata Mangeshkar, Udit Narayan",BollywoodDance,Dil To Pagal Hai,,0.0
Ankhon Se Tune Yeh Kya,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Ghulam,,0.0
Glamorous Ankhiyaan,"Anjjan, Krishna Beura, Meet Bros",BollywoodDance,Ek Paheli Leela,,0.0
Dil Vich Lagya,"Akriti Kakar, Kunal Ganjawala, Sonu Nigam",BollywoodDance,Chup Chup Ke,,0.0
Loot Jayenge,"Jayesh Gandhi, Kunal Ganjawala",BollywoodDance,Aksar,,0.0
O Jaana,"Alka Yagnik, K.K., Kamaal khan, Udit Narayan",BollywoodDanceRomantic,Tere Naam,,0.0
Beliya,"Aditi Paul, Armaan Malik",BollywoodRomantic,Mehrunisa V Lub U,,0.0
Hai Isi Men Pyar Ki Abroo,Lata Mangeshkar,BollywoodSad,Anpadh,,0.0
Dhoom Dhaam,"Ankit Tiwari, Palak Muchhal",BollywoodRomantic,Action Jackson,,0.0
Jhanjariya Meri Chanak,Alka Yagnik,BollywoodDance,Krishna,,0.0
Ishq Chupta Nahi,Abhijeet,BollywoodRomantic,Bewafaa,,0.0
Ishq Chupta Nahi Chupane Se,Abhijeet,BollywoodSad,Bewaffa,,0.0
Sheila Ki Jawani (Remix),"Sunidhi Chauhan, Vishal Dadlani",BollywoodDance,Tees Maar Khan,,0.0
Punjabi Mast,"Alamgir Khan, Ankit Tiwari, Arya Acharya, Himesh Reshammiya, Vineet Singh",BollywoodDance,Action Jackson,,0.0
Pehli Baar,Ajay Gogavale,BollywoodRomantic,Dhadak,,0.0
Kya Dekhte Ho Surat Tumhari,"Asha Bhosle, Mohammed Rafi",BollywoodRomantic,Qurbani,,0.0
Hawa Hawa,"Mika Singh, Prakriti Kakkar",BollywoodDance,Mubarakan,,0.0
Yaad Mein Teri,"Lata Mangeshkar, Mohammed Rafi",BollywoodSad,Mere Mehboob,,0.0
Boss Entry  Theme,"Khushboo Grewal, Meet Bros, Sonu Kakkar",BollywoodDance,Boss,,0.0
Chitta Ve,"Babu Haabi, Bhanu Pratap, Shahid Mallya",BollywoodDance,Udta Punjab,,0.0
Main khiladi Tu Anari,"Abhijeet, Anu Malik",BollywoodDance,Main Khiladi Tu Anari,,0.0
Insaaf Ki Dagar Pe Bachchon Dikhaao Chal Ke,Hemant Kumar,BollywoodMotivational,Gunga Jumna,,0.0
Ae Ishq Yeh Sab Duniyawale,Lata Mangeshkar,BollywoodRomantic,Mughal-E-Azam,,0.0
Tukur Tukur,"Arijit Singh, Kanika Kapoor, Nakash Aziz, Neha Kakkar, Siddharth Mahadevan",BollywoodDance,Dilwale,,0.0
Teri Mehfil Mein Kismat Azmakar,"Lata Mangeshkar, Shamshad Begum.",BollywoodDance,Mughal-E-Azam,,0.0
Mene Lagan Lagi,Jaspinder Nirula,BollywoodSad,Dil Kya Kare,,0.0
Jalwa,"Earl, Wajid",BollywoodDance,Wanted,,0.0
Dheere Dheere (Remix),Yo Yo Honey Singh,BollywoodDance,Dheere Dheere,,0.0
Nashe Si Chadh Gayi,Arijit Singh,BollywoodDance,Befikre,,0.0
Patola,Guru Randhawa,BollywoodDance,Black Mail,,0.0
Kaddu Katega,Antara Mitra,BollywoodDance,R... Rajkumar,,0.0
O Maa Tujhe Salaam,Jagjit Singh,BollywoodDevotional,Khal Nayak,,0.0
Ek But Banaoonga,Mohammed Rafi,BollywoodRomantic,Asli Naqli,,0.0
Majboor Tu Bhi Kahin,Amit Mishra,BollywoodSad,1920 - Evil Returns,,0.0
Ek Sawal Main Karoon,"Lata Mangeshkar, Mohammed Rafi",BollywoodDance,Sasural,,0.0
Chandni O Meri Chandni,YRF,BollywoodDance,Chandni,,0.0
Mere Rang Mein Rangne Wali,"Asad Bhopali, S.P. Balasubrahmanyam",BollywoodRomantic,Maine Pyar Kiya,,0.0
Baby Doll (Remix),"Kanika Kapoor, Meet Bros",BollywoodDance,Ragini MMS 2,,0.0
Ruk Ja O Janewali Ruk Ja,Mukesh,BollywoodDance,Kanhaiya,,0.0
Rajj Rajj Ke,"Sonakshi Sinha, Vishal Dadlani",BollywoodMotivational,Akira,,0.0
Ram Narayan Baaja Bajaata,Udit Narayan,BollywoodDance,Saajan Chale Sasural,,0.0
Nachange Saari Raat,"Meet Bros, Neeraj Shridhar, Tulsi Kumar",BollywoodDance,Junooniyat,,0.0
Ghoonghat Ki Aadh Se,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Hum Hain Rahi Pyaar Ke,,0.0
Kate Nahin Kat Te,"Alisha Chinai, Kishore Kumar",BollywoodRomantic,Mr. India,,0.0
Tune Mari Entriyaan,"Bappi Lahiri, K.K., Neeti Mohan, Vishal Dadlani",BollywoodDance,Gunday,,0.0
Kitne Bhi Tu Karle Sitam,Asha Bhosle,BollywoodSad,Sanam Teri Kasam,,0.0
Baawra,"Gulzar, Nihira Joshi Deshpande, Shankar Mahadevan",BollywoodSad,Kill Dil,,0.0
Dheere Dheere Se Meri Zindagi Mein Aana,"Anuradha Paudwal, Kumar Sanu",Bollywood,Aashiqui,,0.0
Dil To Bachcha Hai,Rahat Fateh Ali Khan,BollywoodRomantic,Ishqiya,,0.0
Chamakti Shaam Hai,"Alka Yagnik, Sonu Nigam",BollywoodDance,Yaadein,,0.0
Rote Hue Ate Hain Sab,Kishore Kumar,BollywoodDance,Muqaddar Ka Sikandar,,0.0
Jai Mata Di,"Alamgir Khan, Javed Ali",BollywoodDevotional,Nanu Ki Jaanu,,0.0
Chicken Kuk Doo Koo,"Mohit Chauhan, Palak Muchhal",BollywoodDance,Bajrangi Bhaijaan,,0.0
Chaar Shanivaar,"Armaan Malik, Badshah, Vishal Dadlani",BollywoodDance,All is Well,,0.0
More Haji Piya,Amjad Farid Sabri,BollywoodDevotional,Halla Bol,,0.0
Jis Gali Mein Tera Ghar,Mukesh,BollywoodRomantic,Kati Patang,,0.0
Dhik Ta Na Na  Duet,"Poornima, Udit Narayan",BollywoodRomantic,Laadla,,0.0
Mera Piya Ghar Aaya,Kavita Krishnamurthy,BollywoodDance,Yaraana,,0.0
London Thumakda,"Labh Janjua, Neha Kakkar, Sonu Kakkar",BollywoodDance,Queen,,0.0
Will You Marry me,"Divya Kumar, Jonita Gandhi",BollywoodDance,Bhoomi,,0.0
Rocket Saiyyan,"Brijesh Shandilya, Ritu Pathak, Tanishk Baagchi",BollywoodDance,Shubh Mangal Saavdhan,,0.0
Yaar Na Miley,"Jasmine Sandlas, Yo Yo Honey Singh",BollywoodDance,Kick,,0.0
Usne Bola Kem Che,"Bali Brahmbhatt, Sunidhi Chauhan",BollywoodDance,Jis Desh Main Ganga Rehta Hai,,0.0
Jal Rahin Hain,Kailash Kher,Bollywood,Bahubali - The Beginning,,0.0
Khoye Khoye Din Hain,"Anuradha Paudwal, Sonu Nigam",BollywoodDance,Hum Tumhare Hain Sanam,,0.0
Kashmir Ki Kali Hoon Main,Lata Mangeshkar,BollywoodRomantic,Junglee,,0.0
Aye Watan Aye Watan,"Jaspinder Narula, Sukhwinder Singh, Udit Narayan",BollywoodPatriotic,Hindustan Ki Kasam,,0.0
Tere Bina Zindagi Se Koi Shikwa To Nahin,"Kishore Kumar, Lata Mangeshkar",BollywoodSad,Aandhi,,0.0
Dola Re Dola,"K.K., Kavita Krishnamurthy, Shreya Ghoshal",BollywoodDance,Devdas,,0.0
Madamji Go Easy,"Benny Dayal, David Klyton",BollywoodDance,Hichki,,0.0
Daiya Daiya Daiya Re,Alka Yagnik,BollywoodDanceRomantic,Dil Ka Rishta,,0.0
Ek Dilruba Hai,Udit Narayan,BollywoodDanceRomantic,Bewafaa,,0.0
Saiyaan Superstar,Tulsi Kumar,BollywoodDance,Ek Paheli Leela,,0.0
Sexy Baby Girl,"Lil Golu, Swati Sharma",BollywoodDance,Tera Intezaar,,0.0
