Song-Name,Singer/Artists,Genre,Album/Movie,User-Rating,similarity_factor
Kajra Re,"Alisha Chinai, Javed Ali, Shankar Mahadevan",BollywoodDance,Bunty Aur Babli,,0.0
Akh Lad Jaaye,"Asees Kaur, Badshah, Jubin Nautiyal",BollywoodDanceRomantic,Loveratri,,0.0
Sweetheart,Dev Negi,BollywoodDance,Kedarnath,,0.0
Pairon Mein Bandhan Hai,"Manohar Shetty, Preetha Mazumdar, Sonali Bhatawdekar, Udbhav",BollywoodDance,Mohabbatein,,0.0
Shut Up & Bounce,"Sunidhi Chauhan, Vishal Dadlani",BollywoodRomantic,Dostana,,0.0
Nasha Nasha,Neha Bhasin,BollywoodDance,Daddy Cool,,0.0
Aankhein Khuli,"Ishaan, Lata Mangeshkar, Manohar Shetty, Shweta Pandit, Sonali Bhatawdekar, Udbhav, Udit Narayan",BollywoodDance,Mohabbatein,,0.0
Saiyaara,"Mohit Chauhan, Tarannum Malik",BollywoodSad,Ek Tha Tiger,,0.0
Kundali,"Anita Gandharva, Meenal Jain, Meghna Mishra, Rani Kaur, Vaishnavi Mishra, Yashika Sikka, Yashita Sharma",BollywoodDance,Manmarziyaan,,0.0
Chamma Chamma,"Arun, Ikka, Neha Kakkar, Romy",BollywoodDance,Fraud Saiyaan,,0.0
Lage Na Mora Jiya,Lata Mangeshkar,BollywoodSad,Ghunghat,,0.0
Kamariya,Darshan Raval,BollywoodDance,Mitron,,0.0
Mere Khwabon Mein,Lata Mangeshkar,BollywoodRomantic,Dilwale Dulhania Le Jayenge,,0.0
Kabhi Khushi Kabhie Gham,Lata Mangeshkar,BollywoodSad,Kabhi Khushi Kabhie Gham,,0.0
Tera Mujhse Hai Pehle Ka Naata Koi,"Kishore Kumar, Sushma Shrestha",BollywoodRomantic,Aa Gale Lag Jaa,,0.0
Dhating Naach,"Nakash Aziz, Neha Kakkar",BollywoodDance,Phata Poster Nikhla Hero,,0.0
Dhai Akhar,Mohammed Irfan,BollywoodRomantic,Ishq Click,,0.0
Zoobi Doobi,"Shreya Ghoshal, Sonu Nigam",BollywoodDanceRomantic,3 Idiots,,0.0
Seena Pada,"Shreya Ghoshal, Udit Narayan",BollywoodSad,Saaya,,0.0
Morey Piya,Udit Narayan,BollywoodRomantic,Devdas,,0.0
Kahin Deep Jale Kahin Dil,Lata Mangeshkar,BollywoodSad,Bees Saal Baad,,0.0
Jhalla Wallah,Shreya Ghoshal,BollywoodDance,Ishaqzaade,,0.0
Baari Barsi,"Harshdeep Kaur, Salim Merchant",BollywoodDance,Band Baaja Baaraat,,0.0
Oh My Darling,"Alisha Chinai, Sonu Nigam",BollywoodDance,Mujhse Dosti Karoge!,,0.0
Kahan Chal Diye Idhar To Aao,Mohammed Rafi,BollywoodRomantic,Jhuk Gaya Aasman,,0.0
Jawani Janeman,Asha Bhosle,BollywoodDance,Namak Halaal,,0.0
Patli Kamar Hai,"Lata Mangeshkar, Mukesh",BollywoodDance,Barsaat,,0.0
Yaad Hai Na,Arijit Singh,BollywoodRomantic,Raaz Reboot,,0.0
Hum To Dil Se Haare,"Alka Yagnik, Udit Narayan",BollywoodSad,Josh,,0.0
Second Hand Jawaani,"Miss Pooja, Nakkash Aziz, Neha Kakkar",BollywoodDance,Cocktail,,0.0
Mujhse Dosti Karoge,"Alka Yagnik, Asha Bhosle, Udit Narayan",BollywoodRomantic,Mujhse Dosti Karoge!,,0.0
Na Tum Jano Na Hum,Lucky Ali,BollywoodRomantic,Kaho Naa.... Pyaar Hai,,0.0
Luv Letter,"Kanika Kapoor, Meet Bros",BollywoodDance,The Legend of Michael Mishra,,0.0
Auva Auva Koi Yahan Nache,Bappi Lahiri,BollywoodDance,Disco Dancer,,0.0
Mohe Panghat Pe,Lata Mangeshkar,BollywoodDevotional,Mughal-E-Azam,,0.0
Tauba Main Vyaah Karke Pachtaya,"Poorvi Koutish, Shahid Malya",BollywoodDance,Shaadi Ke Side Effects,,0.0
Aaj Zid,Arijit Singh,BollywoodSensual,Aksar 2,,0.0
Main Hoon,Siddharth Mahadevan,BollywoodDance,Munna Michael,,0.0
Swag Saha Nahi Jaye,"Neha Bhasin, Shadab Faridi, Sohail Sen",BollywoodDance,Happy Phirr Bhaag Jayegi,,0.0
Haan Bhai Haan,"Amit Kumar, Anuradha Paudwal",BollywoodDance,Toofan,,0.0
Balam Pichkari,"Shalmali Kholgade, Vishal Dadlani",BollywoodDance,Yeh Jawaani Hai Deewani,,0.0
Dhoom Dhadakka,"Antara Mitra, Shahid Mallya",BollywoodDance,Namaste England,,0.0
Jag Ja,Suresh Wadkar,BollywoodRomantic,Omkara,,0.0
Piya Tu Ab To Aaja,Asha Bhosle,BollywoodDance,Caravaan,,0.0
Ek Lo Ek Muft,Bappi Lahiri,BollywoodDance,Guru,,0.0
Dholna,"Lata Mangeshkar, Udit Narayan",BollywoodRomantic,Dil To Pagal Hai,,0.0
Humko Humise Chura Lo,"Lata Mangeshkar, Udit Narayan",BollywoodRomantic,Mohabbatein,,0.0
Aaja Nachle,Sunidhi Chauhan,BollywoodDance,Aaja Nachle,,0.0
Soni Soni,"Ishaan, Jaspinder Narula, Manohar Shetty, Pritha Majumdar, Shweta Pandit, Sonali Bhatawdekar, Udbhav, Udit Narayan",BollywoodDance,Mohabbatein,,0.0
Neendein Khul Jaati Hain,"Kanika Kapoor, Meet Bros, Mika Singh",BollywoodDance,Hate Story 3,,0.0
Malang,"Shilpa Rao, Siddharth Mahadevan",BollywoodDance,Dhoom 3,,0.0
Chandan Sa Badan,Mukesh,BollywoodRomantic,Saraswatichandra,,0.0
Dil Na Kahin Lagana,Asha Bhosle,BollywoodDance,Ghunghat,,0.0
Aap Yun Hi Agar Humse Milte Rahe,"Asha Bhosle, Mohammed Rafi",BollywoodRomantic,Ek Musafir Ek Hasina,,0.0
Akkad Bakkad,"Badshah, Neha Kakkar",BollywoodDance,Sanam Re,,0.0
Rang Deni,"Kailash Kher, Mahua Kamat, Shraddha Pandit",BollywoodDance,Dev,,0.0
Saturday,"Akriti Kakar, Badshah, Indeep Bakshi",BollywoodDance,Humpty Sharma Ki Dulhania,,0.0
Aye Meri Zindagi  Male Version,"Shreya Ghoshal, Udit Narayan",BollywoodSad,Saaya,,0.0
Aapka Kya Hoga,"Arun Ingle, Mika Singh, Sajid Khan, Shankar Mahadevan, Sunidhi Chauhan",BollywoodDance,Housefull,,0.0
Hangover,"Anjjan, Meet Bros, Salman Khan, Shreya Ghoshal",BollywoodRomantic,Kick,,0.0
Mind Blowing,Mika Singh,BollywoodDance,Veerey Ki Wedding,,0.0
Hudd Hudd Dabangg,"Sukhwinder Singh, Wajid",BollywoodDance,Dabangg,,0.0
Jaaneman Aah,"Aaman Trikha, Antara Mitra",BollywoodDance,Dishoom,,0.0
Dangal,Daler Mehndi,BollywoodMotivational,Dangal,,0.0
Jag Ghoomeya (Female),Neha Bhasin,BollywoodRomantic,Sultan,,0.0
Madamiyan,"Mamta Sharma, Mika Singh",BollywoodDance,Tevar,,0.0
Azmale Ye Formulae,"Abhijeet, Shraddha Pandit",BollywoodDance,Khoobsurat,,0.0
Tan Rang Lo Ji Aaj Man Ranglo,"Lata Mangeshkar, Mohammed Rafi",BollywoodDance,Kohinoor,,0.0
Mere Mehboob Qayamat Hogi,Kishore Kumar,BollywoodSad,Mr.X In Bombay,,0.0
Koi Jab Tumhara Hriday Tod De,Mukesh,BollywoodSad,Purab Aur Pachim,,0.0
Butterfly,"Aaman Trikha, Dev Negi, Jyoti Nooran, Sultana Nooran, Sunidhi Chauhan",BollywoodDance,Jab Harry Met Sejal,,0.0
Ram Chahe Leela,Bhoomi Trivedi,BollywoodDance,Goliyon Ki Rasleela Ram-leela,,0.0
India Wale,"K.K., Neeti Mohan, Shankar Mahadevan, Vishal Dadlani",BollywoodDance,Happy New Year,,0.0
Teri Pyari Pyari Soorat Ko,Mohammed Rafi,BollywoodRomantic,Sasural,,0.0
Jeevan Se Bhari Teri Ankhen,Kishore Kumar,BollywoodRomantic,Safar,,0.0
Kuch Khaas,"Mohit Chauhan, Neha Bhasin",BollywoodDance,Fashion,,0.0
Yeh Ladka Hai Allah,"Alka Yadnik, Udit Narayan",BollywoodDance,Kabhi Khushi Kabhie Gham,,0.0
Chhalka Chhalka Re,"Mahalaxmi, Richa Sharma, Shoma, Vaishali",BollywoodDance,Saathiya,,0.0
Jaane Nahi Denge Tujhe,Sonu Nigam,BollywoodSad,3 Idiots,,0.0
Humko Tumse Pyar Hai,Abhijeet,BollywoodDance,Ishq,,0.0
Sava Dollar (Lavni),Sunidhi Chauhan,BollywoodDance,Aiyyaa,,0.0
Rikshe Pe Mere Tum Aa Baithe,"Asha Bhosle, Mohammed Rafi",BollywoodDance,Dil Tera Deewana,,0.0
Aga Bhai,Monali Thakur,BollywoodDance,Aiyyaa,,0.0
Zindagi Ki Yahi Reet Hai,Kishore Kumar,BollywoodDance,Mr. India,,0.0
Jab Dil Miley,"Asha Bhosle, Udit Narayan",BollywoodDance,Yaadein,,0.0
Tu Pyar Hai Kisi Aur Ka,"Anuradha Paudwal, Kumar Sanu",BollywoodSad,Dil Hai Ke Manta Nahin,,0.0
Dil Tham Chale Hum Aaj Kidhar,Mohammed Rafi,BollywoodDance,Love In Shimla,,0.0
Tumse Milne Ki Tamanna Hai,S.P. Balasubrahmanyam,BollywoodDance,Saajan,,0.0
Tere Jaisa Yaar Kahan,Kishore Kumar,Bollywood,Yaarana,,0.0
Hug Me,"Kanika Kapoor, Raghav Sachar",BollywoodDance,Beiimaan Love,,0.0
Churao Na Dil,"Kavita Krishnamurthy, Udit Narayan",BollywoodRomantic,Deewane,,0.0
Kal Ki Daulat Aaj Ki Khushian,Mohammed Rafi,BollywoodDance,Asli Naqli,,0.0
Aao Raja,"Neha Kakkar, Yo Yo Honey Singh",BollywoodDance,Gabbar Is Back,,0.0
Sau Saal Pehle,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Jab Pyar Kisi Se Hota Hai,,0.0
Pump It (The Workout Song),"Meet Bros, Yash Narvekar",BollywoodDance,Ki & Ka,,0.0
Haseeno Ka Deewana,"Payal Dev, Raftaar",BollywoodDance,Kaabil,,0.0
Swag,"Brijesh Shandaliya, Pranaay",BollywoodDance,Munna Michael,,0.0
Guest In London,"Amit Mishra, Navendu Tripathi",BollywoodDance,Guest In London,,0.0
Andekhi Anjaani,"Lata Mangeshkar, Udit Narayan",BollywoodRomantic,Mujhse Dosti Karoge!,,0.0
The Disco Song,"Benny Dayal, Nazia Hassan, Sunidhi Chauhan",BollywoodDance,Student of the Year,,0.0
The Google Song,"Amaal Mallik, Armaan Malik, Neeti Mohan, Sonu Nigam, Tulsi Kumar",BollywoodDance,Mubarakan,,0.0
Say Shava Shava,"Aadesh, Alka Yagnik, Amitabh Bachchan, Sudesh Bhosle, Sunidhi Chauhan",BollywoodDance,Kabhi Khushi Kabhie Gham,,0.0
Khuda Bhi,Mohit Chauhan,BollywoodRomantic,Ek Paheli Leela,,0.0
Sandese Aate Hain,"Roop Kumar Rathod, Sonu Nigam",BollywoodPatriotic,Border,,0.0
Chennai Express Mashup,Multiple,BollywoodDance,Chennai Express,,0.0
Aahista Aahista,"Lucky Ali, Shreya Ghoshal",BollywoodRomantic,Bachna Ae Haseeno,,0.0
Dil Mein Sanam Ki Soorat,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Phir Teri Kahani Yaad Aayi,,0.0
Saans,"Mohit Chauhan, Shreya Ghoshal",BollywoodRomantic,Jab Tak Hai Jaan,,0.0
Iski Uski,"Akriti Kakar, Shahid Mallya",BollywoodDance,2 States,,0.0
Paisa Paisa,"Manak-E, RDB, Selina",BollywoodDance,De Dana Dan,,0.0
Do Lafzon Ki Hai Dil Ki Kahani,"Amitabh Bachchan, Asha Bhosle, Sharad Kumar",BollywoodDance,The Great Gambler,,0.0
Aashiq Banaya Aapne,"Himesh Reshammiya, Neha Kakkar",BollywoodDance,Hate Story 4,,0.0
Main Heroine Hoon,Aditi Singh Sharma,BollywoodDance,Heroine,,0.0
Dance Pe Chance,"Labh Janjua, Sunidhi Chauhan",BollywoodDance,Rab Ne Bana Di Jodi,,0.0
Love Me Love Me,"Amrita Kak, Wajid",BollywoodDance,Wanted,,0.0
Kaun Main Haan Tum,"Alka Yagnik, Udit Narayan",BollywoodDance,Ajnabee,,0.0
Yeh Hawa Yeh Fiza Aa Bhi Jaa,Mahendra Kapoor,BollywoodRomantic,Gumrah,,0.0
Mere Rashke Qamar,Tulsi Kumar,BollywoodDanceSad,Baadshaho,,0.0
Dil Dance Maare,"Sukhwinder Singh, Sunidhi Chauhan, Udit Narayan",BollywoodDance,Tashan,,0.0
Rangtaari,"Dev Negi, Yo Yo Honey Singh",BollywoodDance,Loveratri,,0.0
Heer Badnaam,Romy,BollywoodDanceSad,Zero,,0.0
Jane Kahan Gayi,Mohammed Rafi,BollywoodDance,Dil Apna Aur Preet Parai,,0.0
Girls Like To Swing,Sunidhi Chauhan,BollywoodDance,Dil Dhadakne Do,,0.0
Tu Mera Hero,"Mika, Shefali Alvaris",BollywoodDance,Desi Boyz,,0.0
Masoom Chehra Ye Qatil Adayen,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Dil Tera Deewana,,0.0
Kabhi Jo Badal Barse,Arijit Singh,BollywoodRomantic,Jackpot,,0.0
Laagi Laagi,"Himesh Reshammiya, Sunidhi Chauhan",BollywoodRomantic,Aksar,,0.0
Kahin Se Aayi Rani  Kahin Se Aaya Raja,"Amit Kumar, Ishwari, Kavita Krishnamurthy, Shraddha Pandit, Shweta",BollywoodDance,Raju Chacha,,0.0
Capuchino,Abhishek Nehwal,BollywoodDance,I Me Aur Main,,0.0
Yunhi Kat Jaayega,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Hum Hai Rahi Pyaar Ke,,0.0
Shakira,"Hard Kaur, Master Saleem, Pritam Chakraborty",BollywoodDance,No Problem,,0.0
Tera Mera Rishta Purana,Mustafa Zahid,BollywoodSad,Awarapan,,0.0
Ali Ali  Qawwali,"Krishna Beura, Shraddha Pandit, Vijayta Pandit",BollywoodDevotional,Deewaar,,0.0
Bakheda,"Sukhwinder Singh, Sunidhi Chauhan",Bollywood,Toilet Ek Prem Katha,,0.0
Yahaan Vahaan,Farhan Akhtar,BollywoodDance,Shaadi Ke Side Effects,,0.0
Chokra Jawaan,"Sunidhi Chauhan, Vishal Dadlani",BollywoodDance,Ishaqzaade,,0.0
Tum Mere Ho,"Amrita Singh, Jubin Nautiyal",BollywoodSensual,Hate Story 4,,0.0
Kudiye Di Kurti,"Neuman Pinto, Shazneen Arethna, Shreya Ghoshal, Sonu Nigam",BollywoodDance,Ishkq In Paris,,0.0
Dil Ki Kahani Rang Layee Hai,Asha Bhosle,BollywoodDance,Chaudhvin Ka Chand,,0.0
Main Pyar Ka Rahi Hoon,"Asha Bhosle, Mohammed Rafi",BollywoodRomantic,Ek Musafir Ek Hasina,,0.0
Chori Chori Dil Le Gaya,"Hema Sardesai, Sukhwinder Singh",BollywoodDance,Garam Masala,,0.0
Mungda,"Jyotica Tangri, Shaan, Subhro Ganguly",BollywoodDance,Total Dhamaal,,0.0
Raabta Tujhse Raha,Aaman Trikha,BollywoodRomantic,Yeh Hai Judgement Hanged Till Death,,0.0
Gali Gali,Neha Kakkar,BollywoodDance,KGF,,0.0
Nazar Bachakar Chale Gaye Woh,Mohammed Rafi,BollywoodRomantic,Dil Tera Deewana,,0.0
Daaru Wargi,Guru Randhawa,BollywoodDance,Cheat India,,0.0
Dil Diyan Gallan,Atif Aslam,BollywoodRomantic,Tiger Zinda Hai,,0.0
Mr. Lova Lova,"Abhijeet, Kavita Krishnamurthy, Sudesh Bhosle, Udit Narayan, Vibha Sharma",BollywoodDance,Ishq,,0.0
Ladka Yeh Kehta Hai,K.K.,BollywoodDance,Main Prem Ki Diwani Hoon,,0.0
Halla Re,"Salim Merchant, Shweta Pandit",BollywoodDance,Neal 'n' Nikki,,0.0
Yeh Tera Ghar Yeh Mera Ghar,Jagjit Singh,Bollywood,Saath Saath,,0.0
Bekas Pe Karam Kijiye,Lata Mangeshkar,BollywoodSad,Mughal-E-Azam,,0.0
Issaqbaazi,"Divya Kumar, Sukhwinder Singh",BollywoodDance,Zero,,0.0
Bodyguard,"Band of Power, Salman Khan",BollywoodDance,Bodyguard,,0.0
E  Gulbadan Phoolon Ki Mahek,Mohammed Rafi,BollywoodRomantic,Professor,,0.0
Good Morning India,Sonu Nigam,BollywoodDance,Khushi,,0.0
Main Tera Boyfriend,"Arijit Singh, Meet Bros, Neha Kakkar",BollywoodDance,Raabta,,0.0
Tareefan,Badshah,Bollywood,Veere Di Wedding,,0.0
Kabhi Tu Chalia Lagta Hai,"Lata Mangeshkar, S.P. Balasubrahmanyam",BollywoodDance,Patthar Ke Phool,,0.0
Catch Me If U Can,Amaal Mallik,BollywoodDance,Force 2,,0.0
Mere Sapno Ki Rani,Kishore Kumar,BollywoodDanceRomantic,Aradhana,,0.0
Ja Ja Ja Mere Bachpan,Lata Mangeshkar,BollywoodDance,Junglee,,0.0
Miliyo Re,"Monali Thakur, Rochak Kohli",BollywoodSad,Monsoon Shootout,,0.0
Bol Beliya,"Siddharth Mahadevan, Sunidhi Chauhan",BollywoodDance,Kill Dil,,0.0
Milegi Milegi,Mika Singh,BollywoodDance,Stree,,0.0
Hum Laye Hain Toofan Se Kashti Nikal Ke,Mohammed Rafi,BollywoodPatriotic,Jagriti,,0.0
Khalibali,Shivam Pathak,BollywoodDance,Padmaavat,,0.0
Jeeley Yeh Lamhe,"Amit Mishra, Anupam Amod",BollywoodDance,Days Of Tafree,,0.0
Jaane Dil Mein,"Lata Mangeshkar, Sonu Nigam",BollywoodRomantic,Mujhse Dosti Karoge!,,0.0
Chhote Chhote Peg,"Navraj Hans, Neha Kakkar, Yo Yo Honey Singh",BollywoodDance,Sonu Ke Titu Ki Sweety,,0.0
Rafu,Ronkini Gupta,BollywoodDance,Tumhari Sulu,,0.0
Dil Jalon Ka Dil Jala Ke,Asha Bhosle,BollywoodDance,Zanjeer,,0.0
Main Jahaan Rahoon,Rahat Fateh Ali Khan,BollywoodSad,Namastey London,,0.0
Piya More,"Mika Singh, Neeti Mohan",Bollywood,Baadshaho,,0.0
Pyaar Deewana Hota Hai,Kishore Kumar,BollywoodRomantic,Kati Patang,,0.0
Mere Ghulam Tera,"Alka Yagnik, Udit Narayan",BollywoodDance,Laadla,,0.0
Dreamum Wakeupum,Soumya Rai,BollywoodDance,Aiyyaa,,0.0
Zindagi Ka Safar,Kishore Kumar,BollywoodSad,Safar,,0.0
Balam Se Milan Hoga,Geeta Dutt,BollywoodDance,Chaudhvin Ka Chand,,0.0
Twist Kamariya,"Altamash Faridi, Harshdeep Kaur, Tanishk Baagchi, Yasser Desai",BollywoodDance,Bareilly Ki Bafi,,0.0
Watan Wallon Watan Na,"Alka Yagnik, Shaan",BollywoodPatriotic,Indian,,0.0
Tujhe Dekha To,"Kumar Sanu, Lata Mangeshkar",BollywoodRomantic,Dilwale Dulhania Le Jayenge,,0.0
Pyar Dilon Ka Mela Hai,"Alka Yagnik, Sonu Nigam",BollywoodDanceRomantic,Dulhan Hum Le Jaayenge,,0.0
Malhari,Vishal Dadlani,BollywoodDance,Bajirao Mastani,,0.0
Lakh Lakh,Neeraj Shridhar,BollywoodDance,Kambakkht Ishq,,0.0
Chaar Botal Vodka (Remix),Yo Yo Honey Singh,BollywoodDance,Ragini MMS 2,,0.0
Hai Rama,"Hariharan, Swarnalatha",BollywoodDance,Rangeela,,0.0
Chand Si Mehbooba Ho Meri,Mukesh,BollywoodRomantic,Himalay Ki Godmein,,0.0
Harry Is Not Bhramchari,"Ishq Bector, Jazzy B",BollywoodDance,Shaadi Ke Side Effects,,0.0
Nach Meri Jaan,"Dev Negi, Kamaal khan, Nakash Aziz, Tushar Joshi",BollywoodDance,Tubelight,,0.0
Wada Karo Nahi Chodoge,"Kishore Kumar, Lata Mangeshkar",BollywoodRomantic,Aa Gale Lag Jaa,,0.0
Haseenon Ki Sawari Hai,"Mohammed Rafi, Suman Kalyanpur",BollywoodDance,Love In Shimla,,0.0
Yeh Lucknow Ki Sar Zameen,Mohammed Rafi,BollywoodDance,Chaudhvin Ka Chand,,0.0
Desi Beat,"Amrita Kak, Mika Singh",BollywoodDance,Bodyguard,,0.0
The Mutton Song,Krishna Beura,BollywoodDance,Love Ka The End,,0.0
Ole Ole,Abhijeet,BollywoodDance,Ye Dillagi,,0.0
Kaho Na Kaho,Amir Jamal,BollywoodRomanticSensual,Murder,,0.0
Ek Din Bik Jayega Mati Ke Mol,Mukesh,BollywoodDance,Dharam Karam,,0.0
Pyaar Yeh Jaane Kaise,"Kavita Krishnamurthy, Suresh Wadkar",BollywoodDance,Rangeela,,0.0
Rail Gaddi,"Navraj Hans, Swati Sharrma",BollywoodDance,Tutak Tutak Tutiya,,0.0
Yeh Umar Hai Kya,"Asha Bhosle, Manna Dey",BollywoodDance,Professor,,0.0
Jaane,Sunidhi Chauhan,BollywoodSad,Chameli,,0.0
Nazrein Mili Dil Dhadka,"Alka Yagnik, Udit Narayan",BollywoodDance,Raja,,0.0
Lovely (Remix),"Fateh, Kanika Kapoor, Miraya Varma, Ravindra Upadhyay",BollywoodDance,Happy New Year,,0.0
Jhoka Hawa Ka Aaj Bhi,"Hariharan, Kavita Krishnamurthy",BollywoodSad,Hum Dil De Chuke Sanam,,0.0
Ek Duje Ke Vaaste,"Hariharan, Lata Mangeshkar",BollywoodDance,Dil To Pagal Hai,,0.0
Mausam Hai Bada Qatil,Sonu Nigam,BollywoodDance,Chup Chup Ke,,0.0
Sweety Tera Drama,"Dev Negi, Pawni Pandey, Shraddha Pandit",BollywoodDance,Bareilly Ki Barfi,,0.0
Prabhu Ji,Asees Kaur,BollywoodDevotional,High Jack,,0.0
Naam Mera Premkali,Kavita Krishnamurthy,BollywoodDance,Chaalbaaz,,0.0
Mere Mehboob Tujhe,Mohammed Rafi,BollywoodSad,Mere Mehboob,,0.0
Jugni Peeke Tight Hai,"Divya Kumar, Kanika Kapoor, Sukriti Kakkar",BollywoodDance,Kis Kisko Pyaar Karoon,,0.0
Ae Mohabbat Zindabad,Mohammed Rafi,BollywoodSad,Mughal-E-Azam,,0.0
In Panchion Ko Dekh Kar,"Baby Sneha, Kavita Krishnamurthy, Shaan",BollywoodDance,Koi Mil Gaya,,0.0
Badi Dheere Jali,Rekha Bhardwaj,BollywoodSad,Ishqiya,,0.0
Tumsa Koi Pyaara,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Khuddar,,0.0
Alif Zaber Aa,Mohammed Rafi,BollywoodDance,Love In Shimla,,0.0
Tere Sang Yaara,Atif Aslam,BollywoodRomantic,Rustom,,0.0
Pehli Baar Mile Hain,S.P. Balasubrahmanyam,BollywoodDance,Saajan,,0.0
Ishq Vishq Pyaar Vyaar,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Ishq Vishk,,0.0
Jab Zero Diya Mere Bharat Ne,"Mahendra Kapoor, Manhar Udhas",BollywoodPatriotic,Purab Aur Pashchim,,0.0
In Kadmon Ke Neeche,"Alka Yagnik, Kumar Sanu",BollywoodDance,Kya Kehna,,0.0
Mehram,Arijit Singh,BollywoodDance,Kahaani 2,,0.0
Itni Badi Mehfil,Asha Bhosle,BollywoodDance,Dil Apna Aur Preet Parai,,0.0
Jashna Hai Mohabbat Ka,Kumar Sanu,BollywoodDance,Hero Hiralal,,0.0
Cutiepie,"Nakash Aziz, Pardeep Singh Sran",BollywoodDance,Ae Dil Hai Mushkil,,0.0
Chaar Kadam,"Shaan, Shreya Ghoshal",BollywoodRomantic,PK,,0.0
Deewani Mastani,"Ganesh Chandanshive, Shreya Ghoshal",BollywoodDance,Bajirao Mastani,,0.0
Kabhi Main Kahon Kabhi Tu Kahe,"Hariharan, Lata Mangeshkar",BollywoodRomantic,Lamhe,,0.0
Mera Mirza Sher Jawan,Daler Mehndi,BollywoodSad,Mirzya - Dare To Love,,0.0
Naina Mile,"A.R. Rahman, Suzanne D'Mello",BollywoodDance,Robot,,0.0
Saturday Saturday (Remix),"Akriti Kakar, Badshah, Indeep Bakshi, Toshi Sabri",BollywoodDance,Humpty Sharma Ki Dulhania,,0.0
Jai Ho,Wajid,BollywoodDance,Jai Ho,,0.0
Jaadu Tone Waaliyan,Shabab Sabri,BollywoodDance,Daawat e Ishq,,0.0
Jab Koi Baat Bigad Jaye,"Kumar Sanu, Sadhna Sargam",BollywoodRomantic,Jurm,,0.0
Kheench Meri Photo,"Akasa Singh, Darshan Raval, Neeti Mohan",BollywoodDance,Sanam Teri Kasam,,0.0
Meri Zindagi Mein Ajnabee,"Kumar Sanu, Sunidhi Chauhan",BollywoodRomantic,Ajnabee,,0.0
Bechayan Sapne,"Abhijeet Sawant, Gulraj Singh, Mahalakshmi Iyer, Sameer Khan, Shankar Mahadevan",BollywoodDance,Romance Now,,0.0
Mera Dil Bhi Kitna Pagal Hai,"Alka Yagnik, Kumar Sanu, S.P. Balasubrahmanyam",BollywoodRomantic,Saajan,,0.0
Sakhiya,Tulsi Kumar,BollywoodDance,Bhool Bhulaiyaa,,0.0
Oye Oye,"Aditi Singh Sharma, Armaan Malik",BollywoodDance,Azhar,,0.0
Ye Jo Teri Paylon Ki,"Abhijeet, Sadhana Sargam",BollywoodDance,Masoom,,0.0
Tum Ladki Ho,"Lata Mangeshkar, S.P. Balasubrahmanyam, Shailendra Singh, Usha Mangeshkar",Bollywood,Maine Pyar Kiya,,0.0
Aur Is Dil Mein,"Asha Bhosle, Suresh Wadkar",BollywoodSad,Imaandaar,,0.0
Resham Ka Rumaal,"Sonia Sharma, Toshi Sabri",BollywoodDance,Great Grand Masti,,0.0
Mohabbat,Sunidhi Chauhan,BollywoodDance,Fanney Khan,,0.0
The Breakup Song,"Arijit Singh, Badshah, Jonita Gandhi, Nakash Aziz",BollywoodDance,Ae Dil Hai Mushkil,,0.0
Ban Ja Rani,Guru Randhawa,BollywoodDanceRomantic,Tumhari Sulu,,0.0
Ek Pardesi Door Se Aaya,Asha Bhosle,BollywoodSad,Gumrah,,0.0
Good Morning,"Shannon Donald, Vishal Dadlani",Bollywood,Ek Ladki Ko Dekha Toh Aisa Laga,,0.0
Khambe Jaisi Khadi Hai,Udit Narayan,BollywoodDanceRomantic,Dil,,0.0
Har Har Gange,Aaman Trikha,BollywoodDance,Bhoothnath Returns,,0.0
Chheda Mera Dil Ne Tarana,Mohammed Rafi,BollywoodDance,Asli Naqli,,0.0
Khuda Nigheban Ho,Lata Mangeshkar,BollywoodSad,Mughal-E-Azam,,0.0
Chugliyaan,"Javed Ali, Sahir Ali Bagga",BollywoodDance,Once Upon A Time In Mumbaai Dobara,,0.0
Nasha,Amit Gupta,BollywoodSensual,Game Paisa Ladki,,0.0
Kar Gayi Chull,"Badshah, Fazilpuria, Neha Kakkar, Sukriti Kakar",BollywoodDance,Kapoor & Sons,,0.0
Main Hoon Deewana Tera,"Anjjan, Arijit Singh, Meet Bros",BollywoodDanceRomantic,Ek Paheli Leela,,0.0
Bole Chudiyan,"Alka Yagnik, Amit Kumar, Kavita Krishnamurthy, Sonu Nigam, Udit Narayan",BollywoodDanceRomantic,Kabhi Khushi Kabhie Gham,,0.0
Suit Suit,"Arjun, Guru Randhawa",BollywoodDance,Hindi Medium,,0.0
Hai Hai Mirchi,"Alka Yagnik, Sukhwinder Singh",BollywoodDance,Biwi No.1,,0.0
Mundiyan,"Navraj Hans, Palak Muchhal",BollywoodDance,Baaghi 2,,0.0
Maine Tujhko Dekha,"Neeraj Shridhar, Sukriti Kakar",BollywoodDance,Golmaal Again,,0.0
